Source,Chr,Position,Target,Chr,Position,Conditioning.Marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p.adjusted
St8sia2_B,7,73.9764,Klhl13_B,20,23.292176,NA,NA,NA,-0.984468231757057,0.252354687006617,3.90112917431664,0.00113122171945701,0.0107426510141442
Usp11_B,20,20.712222,Exosc8_B,3,54.732036,NA,NA,NA,-1.19971559255368,0.307659713454197,3.89948875361053,0.00113122171945701,0.0107426510141442
Clptm1l_B,13,73.61232,Smpdl3a_B,10,57.803082,NA,NA,NA,-0.9503699090133,0.244188281412325,3.89195543502986,0.00113122171945701,0.0107426510141442
Mamld1_B,20,71.103156,Kcnk3_B,5,30.60672,NA,NA,NA,-0.992057423010828,0.255454685063529,3.88349668656151,0.00113122171945701,0.0107426510141442
Klf11_B,12,24.657072,E2f1_B,2,154.56465,NA,NA,NA,-1.11923960189997,0.288324983925736,3.88186825387374,0.00113122171945701,0.0107426510141442
Irx2_B,13,72.631508,Ubald2_B,11,116.436586,NA,NA,NA,-1.60924672640163,0.414631827554504,3.8811461625919,0.00113122171945701,0.0107426510141442
Fam46d_B,20,107.83275,Wdr4_B,17,31.507148,NA,NA,NA,-0.962795021336132,0.248764016477259,3.87031466596435,0.00113122171945701,0.0107426510141442
Fuom_B,7,140.099606,BC003331_B,1,150.377192,NA,NA,NA,-1.03254354067925,0.26720560337842,3.86422862254482,0.00113122171945701,0.0107426510141442
9630013D21Rik_B,4,109.654691,Sec11c_B,18,65.809107,NA,NA,NA,-0.873613286842587,0.226101868428259,3.86380392570608,0.00113122171945701,0.0107426510141442
Rad9a_B,19,4.1984,Scin_B,12,40.096998,NA,NA,NA,-0.788469499484418,0.20442350226486,3.85703938514292,0.00113122171945701,0.0107426510141442
Pygb_B,2,150.809246,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.02904624847545,0.267129692574444,3.85223461517171,0.00113122171945701,0.0107426510141442
Peg10_B,6,4.753912,Dlk1_B,12,109.45808,NA,NA,NA,-0.970788157284659,0.252039161782746,3.85173538277938,0.00113122171945701,0.0107426510141442
Rad9a_B,19,4.1984,Emc8_B,8,120.661244,NA,NA,NA,-0.977906990512213,0.253919555203406,3.85124725714349,0.00113122171945701,0.0107426510141442
Pygb_B,2,150.809246,Klhl13_B,20,23.292176,NA,NA,NA,-0.990474582418145,0.25740414567366,3.84793562600146,0.00113122171945701,0.0107426510141442
Irx2_B,13,72.631508,BC003331_B,1,150.377192,NA,NA,NA,-1.93430437160792,0.50273243208786,3.84758222892982,0.00113122171945701,0.0107426510141442
Mctp2_B,7,72.192214,2610035D17Rik_B,11,113.122866,NA,NA,NA,-0.827639538849881,0.215253864672943,3.84494624571502,0.00113122171945701,0.0107426510141442
Ruvbl1_B,6,88.48149,Galnt13_B,2,54.777313,NA,NA,NA,-0.9369776151672,0.243802276029255,3.84318649697416,0.00113122171945701,0.0107426510141442
Rad9a_B,19,4.1984,Nudt11_B,20,6.051282,NA,NA,NA,-0.899370366069266,0.234234233585029,3.83961965039917,0.00113122171945701,0.0107426510141442
Med19_B,2,84.683308,Fgf14_B,14,124.327517,NA,NA,NA,-0.948757176690654,0.247242974585081,3.8373473635918,0.00113122171945701,0.0107426510141442
Igsf21_B,4,140.136815,Slc17a9_B,2,180.733772,NA,NA,NA,-1.78709967240744,0.465847997780209,3.8362291582728,0.00113122171945701,0.0107426510141442
Dgcr8_B,16,18.271598,Miat_B,5,112.221312,NA,NA,NA,-1.14639401196679,0.298969832989706,3.83448055779682,0.00113122171945701,0.0107426510141442
Gcg_B,2,62.47909,Klhl13_B,20,23.292176,NA,NA,NA,-0.930955199851275,0.242790381486408,3.83439901594039,0.00113122171945701,0.0107426510141442
Gart_B,16,91.634069,Miat_B,5,112.221312,NA,NA,NA,-1.10278050827492,0.287913692034821,3.83024683710265,0.00127262443438914,0.0118603606601011
Nup205_B,6,35.21251,Nop56_B,2,130.276872,NA,NA,NA,-0.888034094601988,0.232258576138313,3.82347170712505,0.00127262443438914,0.0118603606601011
Med19_B,2,84.683308,Dgcr8_B,16,18.271598,NA,NA,NA,-0.890579165763505,0.232994528997643,3.82231792993094,0.00127262443438914,0.0118603606601011
Gcg_B,2,62.47909,Wdr45_B,20,7.725087,NA,NA,NA,-2.0150525439572,0.527516025403816,3.81988877478114,0.00127262443438914,0.0118603606601011
Mctp2_B,7,72.192214,Kcnk3_B,5,30.60672,NA,NA,NA,-1.04478350085335,0.273561568529608,3.81918961230211,0.00127262443438914,0.0118603606601011
Ruvbl1_B,6,88.48149,Gcg_B,2,62.47909,NA,NA,NA,-0.840528691751374,0.220085132552076,3.81910709735239,0.00127262443438914,0.0118603606601011
Klhl13_B,20,23.292176,Dgcr8_B,16,18.271598,NA,NA,NA,-0.992052268311982,0.259840147103758,3.81793298445079,0.00127262443438914,0.0118603606601011
Mrpl19_B,6,81.961904,Usp11_B,20,20.712222,NA,NA,NA,-0.883335308405299,0.231368030514825,3.8178797063698,0.00127262443438914,0.0118603606601011
Usp11_B,20,20.712222,Polr1b_B,2,129.113794,NA,NA,NA,-1.29590291358943,0.339598354896294,3.81598701791465,0.00127262443438914,0.0118603606601011
Adam1a_B,5,121.520136,Slc46a3_B,5,147.886626,NA,NA,NA,-2.01541199372641,0.528254171820251,3.81523157078293,0.00127262443438914,0.0118603606601011
Igsf21_B,4,140.136815,Ssr4_B,20,73.788929,NA,NA,NA,-1.8195376021569,0.477405149585358,3.81130702870974,0.00127262443438914,0.0118603606601011
Klhl13_B,20,23.292176,Peg10_B,6,4.753912,NA,NA,NA,-0.789585882292392,0.207253684523051,3.8097555858148,0.00127262443438914,0.0118603606601011
1110054M08Rik_B,16,24.3926,Derl3_B,10,75.89467,NA,NA,NA,-1.4641115801472,0.384467890487228,3.808150475952,0.00127262443438914,0.0118603606601011
Ssr4_B,20,73.788929,Hbp1_B,12,31.938394,NA,NA,NA,-0.914895945210726,0.240550845669832,3.80333705609361,0.00127262443438914,0.0118603606601011
Nup205_B,6,35.21251,Igsf21_B,4,140.136815,NA,NA,NA,-0.878105138990166,0.231080559332145,3.79999573104727,0.00127262443438914,0.0118603606601011
Usp11_B,20,20.712222,Klhl13_B,20,23.292176,NA,NA,NA,-1.14876109024237,0.303076378611021,3.79033527953272,0.00127262443438914,0.0118603606601011
Serpini1_B,3,75.600521,Crebrf_B,17,26.746142,NA,NA,NA,-0.846521441130563,0.223486515959903,3.78779649185834,0.00127262443438914,0.0118603606601011
Acer2_B,4,86.904609,Rgs5_B,1,169.675657,NA,NA,NA,-1.07112741709326,0.282793406418737,3.7876675791628,0.00127262443438914,0.0118603606601011
Crebrf_B,17,26.746142,Ins2_B,7,142.689083,NA,NA,NA,-0.722225742983766,0.190730557796741,3.78662837946205,0.00127262443438914,0.0118603606601011
Arx_B,20,93.292432,BC003331_B,1,150.377192,NA,NA,NA,-1.86873058678606,0.49369291982877,3.78520839924988,0.00141402714932126,0.0131138947136077
Polr1b_B,2,129.113794,Fgf14_B,14,124.327517,NA,NA,NA,-1.00410566237867,0.265414525636871,3.78316017169477,0.00141402714932126,0.0131138947136077
Irx2_B,13,72.631508,Klf15_B,6,90.468907,NA,NA,NA,-1.77330278837505,0.468741838601285,3.78311181623246,0.00141402714932126,0.0131138947136077
Fkbp11_B,15,98.726286,Rgs5_B,1,169.675657,NA,NA,NA,-0.906229519871994,0.240065909480963,3.77491965365394,0.00155542986425339,0.0144112244537941
Wdr4_B,17,31.507148,Dlk1_B,12,109.45808,NA,NA,NA,-0.969491234599468,0.25733189390829,3.76747405801546,0.00169683257918551,0.0155395862213271
Galnt13_B,2,54.777313,Emc8_B,8,120.661244,NA,NA,NA,-1.09259287809374,0.290432214603619,3.76195484920606,0.00169683257918551,0.0155395862213271
Ypel4_B,2,84.736356,Necap1_B,6,122.881746,NA,NA,NA,-0.815481424987372,0.216775332962692,3.76187370510334,0.00169683257918551,0.0155395862213271
Serpini1_B,3,75.600521,Ubald2_B,11,116.436586,NA,NA,NA,-1.067917663451,0.284295033628269,3.75637115366341,0.00169683257918551,0.0155395862213271
Os9_B,10,127.10771,Serpini1_B,3,75.600521,NA,NA,NA,-0.977946118110513,0.260483817749077,3.75434499755591,0.00169683257918551,0.0155395862213271
Ubald2_B,11,116.436586,Clptm1l_B,13,73.61232,NA,NA,NA,-1.12176473471368,0.298817844181596,3.75400852578257,0.00169683257918551,0.0155395862213271
Ypel4_B,2,84.736356,Klf15_B,6,90.468907,NA,NA,NA,-1.30737955148251,0.348394961540556,3.75257881371605,0.00169683257918551,0.0155395862213271
Mafb_B,2,160.365371,Dlk1_B,12,109.45808,NA,NA,NA,-0.845848593695837,0.225431301226687,3.75213463744006,0.00169683257918551,0.0155395862213271
Ypel4_B,2,84.736356,Serpini1_B,3,75.600521,NA,NA,NA,-1.07546510175679,0.286712049381505,3.75102861591197,0.00169683257918551,0.0155395862213271
Igsf21_B,4,140.136815,Gm16487_B,11,113.469996,NA,NA,NA,-1.30342162748357,0.347490425410051,3.75095695354911,0.00169683257918551,0.0155395862213271
Pwp2_B,10,78.17803,Gm12750_B,4,109.404974,NA,NA,NA,-1.27993798537424,0.341703291277876,3.74575843442311,0.00169683257918551,0.0155395862213271
Emc8_B,8,120.661244,Kcnk3_B,5,30.60672,NA,NA,NA,-0.815546278015872,0.218014196367744,3.74079436845579,0.00183823529411764,0.0165319439033891
Tspan13_B,12,36.028528,Gm12481_B,4,43.664178,NA,NA,NA,-1.11343318068055,0.297723817589947,3.739818969452,0.00183823529411764,0.0165319439033891
Acer2_B,4,86.904609,Tcp11l2_B,10,84.595492,NA,NA,NA,-1.1793503478264,0.315399363621199,3.73922868545424,0.00183823529411764,0.0165319439033891
Pygb_B,2,150.809246,Nudt11_B,20,6.051282,NA,NA,NA,-0.921974409285894,0.246593517821195,3.73884284320246,0.00183823529411764,0.0165319439033891
Pwp2_B,10,78.17803,Gart_B,16,91.634069,NA,NA,NA,-1.27556792712461,0.341305175701108,3.73732371477913,0.00183823529411764,0.0165319439033891
St8sia2_B,7,73.9764,Dlk1_B,12,109.45808,NA,NA,NA,-0.933108222580712,0.249675166439449,3.7372888777347,0.00183823529411764,0.0165319439033891
Usp11_B,20,20.712222,Pwp2_B,10,78.17803,NA,NA,NA,-0.997479447747563,0.266914920697695,3.73706889498807,0.00183823529411764,0.0165319439033891
Wdr4_B,17,31.507148,Gcg_B,2,62.47909,NA,NA,NA,-0.901159146519803,0.241194240636091,3.73623824575253,0.00183823529411764,0.0165319439033891
Dgcr8_B,16,18.271598,Nup205_B,6,35.21251,NA,NA,NA,-1.18328387503841,0.317033283284571,3.73236482548202,0.00183823529411764,0.0165319439033891
Klf11_B,12,24.657072,Ssr4_B,20,73.788929,NA,NA,NA,-1.27533523547583,0.341774068550264,3.73151550345976,0.00183823529411764,0.0165319439033891
Igsf21_B,4,140.136815,Dlk1_B,12,109.45808,NA,NA,NA,-0.859146134225338,0.230272952241767,3.73099022643054,0.00183823529411764,0.0165319439033891
Scin_B,12,40.096998,Med19_B,2,84.683308,NA,NA,NA,-0.932759336239595,0.250013362763679,3.73083792773617,0.00183823529411764,0.0165319439033891
Nup205_B,6,35.21251,Mafb_B,2,160.365371,NA,NA,NA,-1.01863418664237,0.273229977759432,3.72812015356249,0.00183823529411764,0.0165319439033891
Slc46a3_B,5,147.886626,Sep15_B,3,144.583992,NA,NA,NA,-0.999029033049019,0.268120493639171,3.72604503105788,0.00183823529411764,0.0165319439033891
Igsf21_B,4,140.136815,Fuom_B,7,140.099606,NA,NA,NA,-1.71951621591189,0.461537496035002,3.72562626153669,0.00183823529411764,0.0165319439033891
Exosc8_B,3,54.732036,Irx2_B,13,72.631508,NA,NA,NA,-0.785094365959929,0.210738174216061,3.72544921621559,0.00183823529411764,0.0165319439033891
Copz2_B,11,96.855536,Necap1_B,6,122.881746,NA,NA,NA,-0.699676621044996,0.187812884130551,3.72539202666545,0.00183823529411764,0.0165319439033891
Sgce_B,6,4.710777,Rab3d_B,9,21.912842,NA,NA,NA,-1.41848616886228,0.380971689334148,3.72333747775713,0.00183823529411764,0.0165319439033891
Arx_B,20,93.292432,Fuom_B,7,140.099606,NA,NA,NA,-1.46839051444269,0.394378538303617,3.72330228911248,0.00183823529411764,0.0165319439033891
Sgce_B,6,4.710777,Rrm2_B,12,24.711194,NA,NA,NA,-1.48525989415048,0.398977930020003,3.72266178752297,0.00197963800904977,0.0176037782170506
Nucb2_B,7,116.522462,Hbp1_B,12,31.938394,NA,NA,NA,-1.09834761865111,0.295400492980595,3.71816447416444,0.00197963800904977,0.0176037782170506
Adam1a_B,5,121.520136,Ppapdc1b_B,8,25.722474,NA,NA,NA,-1.83245209616834,0.492892902392871,3.71774900241461,0.00197963800904977,0.0176037782170506
Bckdk_B,7,127.906873,Necap1_B,6,122.881746,NA,NA,NA,-0.693572643124883,0.18659548303595,3.7169851694173,0.00197963800904977,0.0176037782170506
Arx_B,20,93.292432,Slc17a9_B,2,180.733772,NA,NA,NA,-1.59224342765248,0.429096619284354,3.71068742118737,0.00197963800904977,0.0176037782170506
Arx_B,20,93.292432,Rhd_B,4,134.880354,NA,NA,NA,-1.54001757213412,0.41562780878811,3.70528039647903,0.00197963800904977,0.0176037782170506
Klhl24_B,16,20.112649,Necap1_B,6,122.881746,NA,NA,NA,-0.654026575422827,0.176521535024531,3.70508094285458,0.00197963800904977,0.0176037782170506
Arx_B,20,93.292432,Smpdl3a_B,10,57.803082,NA,NA,NA,-1.33041707516922,0.359172819747245,3.70411401426604,0.00197963800904977,0.0176037782170506
Derl3_B,10,75.89467,Smpdl3a_B,10,57.803082,NA,NA,NA,-1.40394564952137,0.379142490204488,3.70294990879065,0.00197963800904977,0.0176037782170506
Arx_B,20,93.292432,E2f1_B,2,154.56465,NA,NA,NA,-2.14074658051909,0.57821815980748,3.70231640810427,0.00197963800904977,0.0176037782170506
Necap1_B,6,122.881746,Ins1_B,19,52.26489,NA,NA,NA,-1.0265580001247,0.277344795705134,3.70137827001488,0.00197963800904977,0.0176037782170506
Usp11_B,20,20.712222,Gm16487_B,11,113.469996,NA,NA,NA,-1.33205539712613,0.359955343475734,3.7006129267697,0.00197963800904977,0.0176037782170506
Mamld1_B,20,71.103156,Gm16487_B,11,113.469996,NA,NA,NA,-1.38207601571945,0.37384467636349,3.69692576383154,0.00212104072398189,0.0188259693017478
Rad9a_B,19,4.1984,Gm16487_B,11,113.469996,NA,NA,NA,-1.25818539478538,0.340359129543676,3.69664065269013,0.00212104072398189,0.0188259693017478
Ruvbl1_B,6,88.48149,Fam46d_B,20,107.83275,NA,NA,NA,-0.850237842423429,0.230083815777253,3.69533962895745,0.00226244343891402,0.0199136919725154
Igsf21_B,4,140.136815,Bckdk_B,7,127.906873,NA,NA,NA,-1.57998803760247,0.427951310006405,3.69198084141587,0.00226244343891402,0.0199136919725154
St8sia2_B,7,73.9764,Arx_B,20,93.292432,NA,NA,NA,-0.804452985356697,0.2179521903207,3.69096077526455,0.00226244343891402,0.0199136919725154
Arx_B,20,93.292432,Copz2_B,11,96.855536,NA,NA,NA,-2.01768539900592,0.547060678742139,3.68822961950985,0.00226244343891402,0.0199136919725154
Ruvbl1_B,6,88.48149,Dgcr8_B,16,18.271598,NA,NA,NA,-0.862900279352721,0.234303467832288,3.68283187327972,0.00226244343891402,0.0199136919725154
Galnt13_B,2,54.777313,Miat_B,5,112.221312,NA,NA,NA,-1.04207976059334,0.283169301490486,3.68005908517718,0.00226244343891402,0.0199136919725154
E2f1_B,2,154.56465,Nucb2_B,7,116.522462,NA,NA,NA,-1.01033119443847,0.274708202425458,3.67783410003064,0.00226244343891402,0.0199136919725154
Dnajc11_B,4,151.957914,Smad9_B,3,54.77842,NA,NA,NA,-1.07981782668402,0.29374281488736,3.67606549660829,0.00226244343891402,0.0199136919725154
Mlst8_B,17,24.476314,Dnajc11_B,4,151.957914,NA,NA,NA,-1.01550860895004,0.276316639200069,3.67516271148171,0.00226244343891402,0.0199136919725154
Serpini1_B,3,75.600521,Hbp1_B,12,31.938394,NA,NA,NA,-1.06224417094559,0.2898048304535,3.66537772777404,0.00240384615384615,0.0202939267659516
Rad9a_B,19,4.1984,Kcnd3_B,3,105.563166,NA,NA,NA,-1.13369013409314,0.309727561229133,3.66028173144865,0.00240384615384615,0.0202939267659516
Gart_B,16,91.634069,Adam1a_B,5,121.520136,NA,NA,NA,-0.915804334358755,0.250554389556401,3.65511191394475,0.00240384615384615,0.0202939267659516
Arx_B,20,93.292432,Ppapdc1b_B,8,25.722474,NA,NA,NA,-1.21852386623403,0.333495033654404,3.65379913722124,0.00240384615384615,0.0202939267659516
Hbp1_B,12,31.938394,Clptm1l_B,13,73.61232,NA,NA,NA,-1.26144361527621,0.345323915657119,3.65292862174287,0.00240384615384615,0.0202939267659516
Ins2_B,7,142.689083,Hbp1_B,12,31.938394,NA,NA,NA,-1.30059443051144,0.356202004914545,3.65128329590245,0.00240384615384615,0.0202939267659516
Arx_B,20,93.292432,P4hb_B,11,120.566776,NA,NA,NA,-1.62877826699107,0.446139339586181,3.65082861444555,0.00240384615384615,0.0202939267659516
Rgs5_B,1,169.675657,Derl3_B,10,75.89467,NA,NA,NA,-1.06845914670162,0.292675376643359,3.65066292544178,0.00240384615384615,0.0202939267659516
Mrpl19_B,6,81.961904,Polr1b_B,2,129.113794,NA,NA,NA,-1.07569069350668,0.294796688320596,3.64892394020671,0.00240384615384615,0.0202939267659516
Nup205_B,6,35.21251,Usp11_B,20,20.712222,NA,NA,NA,-1.08965221713388,0.298753041438405,3.64733430624685,0.00240384615384615,0.0202939267659516
Ruvbl1_B,6,88.48149,Ugt8a_B,3,125.901954,NA,NA,NA,-0.877528529157084,0.240633187590185,3.64674772397387,0.00240384615384615,0.0202939267659516
Arx_B,20,93.292432,Rab3d_B,9,21.912842,NA,NA,NA,-1.15921723481772,0.318159664100089,3.64350785350668,0.00240384615384615,0.0202939267659516
Gart_B,16,91.634069,Usp11_B,20,20.712222,NA,NA,NA,-1.04003588138039,0.285566703763012,3.6420068154847,0.00240384615384615,0.0202939267659516
Acer2_B,4,86.904609,Nucb2_B,7,116.522462,NA,NA,NA,-1.15072439213579,0.31597644066707,3.64180440069029,0.00240384615384615,0.0202939267659516
Bckdk_B,7,127.906873,Ypel4_B,2,84.736356,NA,NA,NA,-0.757153200507646,0.208005308471082,3.64006671787855,0.00240384615384615,0.0202939267659516
Derl3_B,10,75.89467,Klf15_B,6,90.468907,NA,NA,NA,-1.28954447901527,0.354551044652694,3.63711938933494,0.00240384615384615,0.0202939267659516
Fam46d_B,20,107.83275,Pwp2_B,10,78.17803,NA,NA,NA,-0.726781186832692,0.199979609103705,3.63427646493598,0.00240384615384615,0.0202939267659516
Serpini1_B,3,75.600521,1110054M08Rik_B,16,24.3926,NA,NA,NA,-0.697601590987073,0.191965404515347,3.63399641069859,0.00240384615384615,0.0202939267659516
Tcp11l2_B,10,84.595492,Ins1_B,19,52.26489,NA,NA,NA,-0.77109321725457,0.212389682275718,3.63055873991826,0.00240384615384615,0.0202939267659516
Emc8_B,8,120.661244,Champ1_B,8,13.87564,NA,NA,NA,-0.689968702393465,0.190076226252561,3.62995791739194,0.00240384615384615,0.0202939267659516
Polr1b_B,2,129.113794,Dlk1_B,12,109.45808,NA,NA,NA,-0.841974017143062,0.232004571150174,3.62912684422093,0.00240384615384615,0.0202939267659516
Acer2_B,4,86.904609,E2f1_B,2,154.56465,NA,NA,NA,-1.14183201469598,0.314633098275322,3.62909058504967,0.00240384615384615,0.0202939267659516
Rrm2_B,12,24.711194,Ypel4_B,2,84.736356,NA,NA,NA,-0.628108648645345,0.173094634262141,3.62870086252422,0.00240384615384615,0.0202939267659516
Crebrf_B,17,26.746142,Derl3_B,10,75.89467,NA,NA,NA,-1.09372613630896,0.301499359714762,3.62762341301055,0.00240384615384615,0.0202939267659516
Med19_B,2,84.683308,Kcnk3_B,5,30.60672,NA,NA,NA,-1.01423795302905,0.2798446204616,3.6242896195613,0.00240384615384615,0.0202939267659516
Ormdl3_B,11,98.584312,Serpini1_B,3,75.600521,NA,NA,NA,-1.12638772567239,0.31080523128525,3.62409513190792,0.00240384615384615,0.0202939267659516
Pygb_B,2,150.809246,Mamld1_B,20,71.103156,NA,NA,NA,-1.13569577022912,0.313437340984299,3.62335823377857,0.00240384615384615,0.0202939267659516
Serpini1_B,3,75.600521,Acer2_B,4,86.904609,NA,NA,NA,-0.77446730348613,0.213758609134993,3.62309292065536,0.00240384615384615,0.0202939267659516
Rgs5_B,1,169.675657,Necap1_B,6,122.881746,NA,NA,NA,-0.812237164970133,0.224328583548422,3.62074753079698,0.00240384615384615,0.0202939267659516
P4hb_B,11,120.566776,Hbp1_B,12,31.938394,NA,NA,NA,-0.925651225274173,0.255750248329134,3.619356115279,0.00240384615384615,0.0202939267659516
Serpini1_B,3,75.600521,Necap1_B,6,122.881746,NA,NA,NA,-0.727243635133279,0.200985852842608,3.61838221371125,0.00240384615384615,0.0202939267659516
Adam1a_B,5,121.520136,Ssr4_B,20,73.788929,NA,NA,NA,-2.11324430962037,0.584148317320244,3.6176502558713,0.00240384615384615,0.0202939267659516
Adam1a_B,5,121.520136,Rhd_B,4,134.880354,NA,NA,NA,-2.06289983478115,0.570784243030284,3.61414993488476,0.00240384615384615,0.0202939267659516
Copz2_B,11,96.855536,Crebrf_B,17,26.746142,NA,NA,NA,-0.81315462427287,0.225107338802936,3.61229726492713,0.00240384615384615,0.0202939267659516
Kcnk3_B,5,30.60672,Dnajc11_B,4,151.957914,NA,NA,NA,-1.06288676644459,0.294282321936765,3.61179278269043,0.00240384615384615,0.0202939267659516
Ugt8a_B,3,125.901954,Kcnk3_B,5,30.60672,NA,NA,NA,-1.1473280902203,0.31776722284971,3.61059293633609,0.00240384615384615,0.0202939267659516
Igsf21_B,4,140.136815,Ubald2_B,11,116.436586,NA,NA,NA,-1.793050641029,0.496885891354418,3.60857627923683,0.00240384615384615,0.0202939267659516
Ormdl3_B,11,98.584312,Sec11c_B,18,65.809107,NA,NA,NA,-0.863309253332659,0.239324258505035,3.60727850459211,0.00240384615384615,0.0202939267659516
Ruvbl1_B,6,88.48149,Arx_B,20,93.292432,NA,NA,NA,-0.833055366828506,0.231009190495366,3.60615681584849,0.00240384615384615,0.0202939267659516
Gm12481_B,4,43.664178,Necap1_B,6,122.881746,NA,NA,NA,-0.824800049696838,0.228734012756125,3.6059352947051,0.00240384615384615,0.0202939267659516
Irx2_B,13,72.631508,Copz2_B,11,96.855536,NA,NA,NA,-1.93684153536293,0.537216707831148,3.60532631827917,0.00240384615384615,0.0202939267659516
Fam46d_B,20,107.83275,Nop56_B,2,130.276872,NA,NA,NA,-0.839570413465321,0.232914412420555,3.60463057970571,0.00240384615384615,0.0202939267659516
Pwp2_B,10,78.17803,Nudt11_B,20,6.051282,NA,NA,NA,-1.16422336171349,0.323056953565327,3.60377125105919,0.00240384615384615,0.0202939267659516
Ypel4_B,2,84.736356,Copz2_B,11,96.855536,NA,NA,NA,-1.27868342748372,0.355789822627432,3.59392918560996,0.00240384615384615,0.0202939267659516
Dnajc11_B,4,151.957914,Adam1a_B,5,121.520136,NA,NA,NA,-1.06969895068193,0.297690158785818,3.59332990732675,0.00240384615384615,0.0202939267659516
Pygb_B,2,150.809246,Gm16487_B,11,113.469996,NA,NA,NA,-1.4813780957509,0.412609118386497,3.59026989404357,0.00254524886877827,0.0214116245545188
Kcnk3_B,5,30.60672,Smad9_B,3,54.77842,NA,NA,NA,-0.923061875734717,0.257319026516843,3.58722745157866,0.00254524886877827,0.0214116245545188
Coq9_B,8,94.846608,Crebrf_B,17,26.746142,NA,NA,NA,-0.729560832717414,0.203636453923975,3.58266321505375,0.00254524886877827,0.0214116245545188
Spcs1_B,14,31.000749,Necap1_B,6,122.881746,NA,NA,NA,-0.735482106106107,0.205348348107391,3.58163147103317,0.00254524886877827,0.0214116245545188
Tcp11l2_B,10,84.595492,Ins2_B,7,142.689083,NA,NA,NA,-0.638754982161848,0.178845364453654,3.57154899772297,0.0026866515837104,0.0224225723922309
Hbp1_B,12,31.938394,Ins1_B,19,52.26489,NA,NA,NA,-0.870283354783929,0.244020623501247,3.56643361654013,0.0026866515837104,0.0224225723922309
Rad9a_B,19,4.1984,Miat_B,5,112.221312,NA,NA,NA,-0.95569975683851,0.268083133156457,3.56493803092323,0.0026866515837104,0.0224225723922309
St8sia2_B,7,73.9764,Nudt11_B,20,6.051282,NA,NA,NA,-1.29657343517715,0.363780036197587,3.56416874529342,0.0026866515837104,0.0224225723922309
Nucb2_B,7,116.522462,Sep15_B,3,144.583992,NA,NA,NA,-1.17015900388909,0.32833933579705,3.56387089913704,0.0026866515837104,0.0224225723922309
Clptm1l_B,13,73.61232,Bsdc1_B,4,129.47504,NA,NA,NA,-0.640178837017876,0.179832324167334,3.55986522435305,0.0026866515837104,0.0224225723922309
Arx_B,20,93.292432,Coq9_B,8,94.846608,NA,NA,NA,-1.34583555254776,0.378600469453411,3.55476461635337,0.0026866515837104,0.0224225723922309
Ubald2_B,11,116.436586,Necap1_B,6,122.881746,NA,NA,NA,-0.6713526178462,0.188913139484072,3.55376348982229,0.0026866515837104,0.0224225723922309
Miat_B,5,112.221312,Med19_B,2,84.683308,NA,NA,NA,-0.846111401556749,0.238471680102672,3.54805820629293,0.0026866515837104,0.0224225723922309
Irx2_B,13,72.631508,Dapl1_B,2,59.494836,NA,NA,NA,-1.20500991085461,0.339954973988187,3.54461620819374,0.00282805429864252,0.0233161180944456
Pygb_B,2,150.809246,Adam1a_B,5,121.520136,NA,NA,NA,-0.869458979324699,0.245677687052565,3.53902297663145,0.00282805429864252,0.0233161180944456
Ormdl3_B,11,98.584312,BC003331_B,1,150.377192,NA,NA,NA,-1.19746726828554,0.338587955250501,3.53665052083618,0.00282805429864252,0.0233161180944456
Anp32e_B,3,95.938318,Peg10_B,6,4.753912,NA,NA,NA,-1.20806084583051,0.34180971269744,3.53430812804272,0.00282805429864252,0.0233161180944456
Sgce_B,6,4.710777,Mafb_B,2,160.365371,NA,NA,NA,-1.34662992812889,0.381118302967185,3.53336462102382,0.00282805429864252,0.0233161180944456
Fkbp11_B,15,98.726286,Rad9a_B,19,4.1984,NA,NA,NA,-3.29068508948602,0.931733657226101,3.53178729131975,0.00282805429864252,0.0233161180944456
Dnajc11_B,4,151.957914,Pwp2_B,10,78.17803,NA,NA,NA,-0.870907304368588,0.246672153495532,3.53062675306949,0.00282805429864252,0.0233161180944456
Fam46d_B,20,107.83275,Kcnd3_B,3,105.563166,NA,NA,NA,-1.16036544368733,0.328831851995034,3.52875013976704,0.00282805429864252,0.0233161180944456
Nudt11_B,20,6.051282,Dgcr8_B,16,18.271598,NA,NA,NA,-0.914432548816652,0.259184556984254,3.52811355528488,0.00282805429864252,0.0233161180944456
Sgce_B,6,4.710777,Peg10_B,6,4.753912,NA,NA,NA,-0.948244817652446,0.268781724021717,3.52793636213089,0.00282805429864252,0.0233161180944456
Gcg_B,2,62.47909,St8sia2_B,7,73.9764,NA,NA,NA,-1.10756152060723,0.314124785159871,3.52586479301067,0.00282805429864252,0.0233161180944456
9630013D21Rik_B,4,109.654691,Derl3_B,10,75.89467,NA,NA,NA,-0.987750280930693,0.280161385794134,3.52564746969271,0.00282805429864252,0.0233161180944456
Arx_B,20,93.292432,Fkbp2_B,19,6.979101,NA,NA,NA,-1.92206865422972,0.545168044324376,3.52564438477264,0.00282805429864252,0.0233161180944456
Ssr4_B,20,73.788929,Crebrf_B,17,26.746142,NA,NA,NA,-0.726503559430878,0.206101699873374,3.52497606704472,0.00282805429864252,0.0233161180944456
